Date,Close
3/3/2015 16:00:00,13.37
3/4/2015 16:00:00,13.61
3/5/2015 16:00:00,14.33
3/6/2015 16:00:00,15.1
3/9/2015 16:00:00,14.18
3/10/2015 16:00:00,13.1
3/11/2015 16:00:00,12.51
3/12/2015 16:00:00,13.27
3/13/2015 16:00:00,13.25
3/16/2015 16:00:00,13.09
3/17/2015 16:00:00,13.25
3/18/2015 16:00:00,12.67
3/19/2015 16:00:00,12.87
3/20/2015 16:00:00,12.48
3/23/2015 16:00:00,12.6
3/24/2015 16:00:00,12.25
3/25/2015 16:00:00,11.87
3/26/2015 16:00:00,12.23
3/27/2015 16:00:00,13.09
3/30/2015 16:00:00,13.22
3/31/2015 16:00:00,13.19
4/1/2015 16:00:00,13.07
4/2/2015 16:00:00,13.36
4/6/2015 16:00:00,12.95
4/7/2015 16:00:00,13.27
4/8/2015 16:00:00,12.91
4/9/2015 16:00:00,13.22
4/10/2015 16:00:00,13.23
4/13/2015 16:00:00,13.35
4/14/2015 16:00:00,13.02
4/15/2015 16:00:00,13.65
4/16/2015 16:00:00,13.99
4/17/2015 16:00:00,13.65
4/20/2015 16:00:00,13.31
4/21/2015 16:00:00,13.35
4/22/2015 16:00:00,13.38
4/23/2015 16:00:00,13.9
4/24/2015 16:00:00,13.47
4/27/2015 16:00:00,13
4/28/2015 16:00:00,13.21
4/29/2015 16:00:00,12.85
4/30/2015 16:00:00,12.57
5/1/2015 16:00:00,12.75
5/4/2015 16:00:00,12.18
5/5/2015 16:00:00,12.11
5/6/2015 16:00:00,10.62
5/7/2015 16:00:00,10.92
5/8/2015 16:00:00,10.26
5/11/2015 16:00:00,10.58
5/12/2015 16:00:00,10.2
5/13/2015 16:00:00,9.82
5/14/2015 16:00:00,10.09
5/15/2015 16:00:00,10.54
5/18/2015 16:00:00,10.71
5/19/2015 16:00:00,10.37
5/20/2015 16:00:00,10.09
5/21/2015 16:00:00,10.01
5/22/2015 16:00:00,9.95
5/26/2015 16:00:00,9.79
5/27/2015 16:00:00,9.9
5/28/2015 16:00:00,9.82
5/29/2015 16:00:00,9.47
6/1/2015 16:00:00,9.29
6/2/2015 16:00:00,9.77
6/3/2015 16:00:00,9.89
6/4/2015 16:00:00,9.26
6/5/2015 16:00:00,9.13
6/8/2015 16:00:00,8.99
6/9/2015 16:00:00,8.86
6/10/2015 16:00:00,8.79
6/11/2015 16:00:00,9.03
6/12/2015 16:00:00,9.15
6/15/2015 16:00:00,8.97
6/16/2015 16:00:00,9.07
6/17/2015 16:00:00,9.05
6/18/2015 16:00:00,9
6/19/2015 16:00:00,9.09
6/22/2015 16:00:00,8.89
6/23/2015 16:00:00,8.87
6/24/2015 16:00:00,8.68
6/25/2015 16:00:00,8.5
6/26/2015 16:00:00,8.06
6/29/2015 16:00:00,7.84
6/30/2015 16:00:00,7.61
7/1/2015 16:00:00,7.61
7/2/2015 16:00:00,7.62
7/6/2015 16:00:00,7.45
7/7/2015 16:00:00,7.57
7/8/2015 16:00:00,6.2
7/9/2015 16:00:00,5.87
7/10/2015 16:00:00,5.99
7/13/2015 16:00:00,6.33
7/14/2015 16:00:00,6.68
7/15/2015 16:00:00,6.3
7/16/2015 16:00:00,6.33
7/17/2015 16:00:00,6.45
7/20/2015 16:00:00,6.16
7/21/2015 16:00:00,6.21
7/22/2015 16:00:00,5.88
7/23/2015 16:00:00,5.72
7/24/2015 16:00:00,5.76
7/27/2015 16:00:00,5.64
7/28/2015 16:00:00,5.63
7/29/2015 16:00:00,5.97
7/30/2015 16:00:00,5.99
7/31/2015 16:00:00,5.91
8/3/2015 16:00:00,5.47
8/4/2015 16:00:00,5.64
8/5/2015 16:00:00,6.98
8/6/2015 16:00:00,6.84
8/7/2015 16:00:00,6.24
8/10/2015 16:00:00,6.14
8/11/2015 16:00:00,5.67
8/12/2015 16:00:00,5.57
8/13/2015 16:00:00,5.44
8/14/2015 16:00:00,5.5
8/17/2015 16:00:00,5.6
8/18/2015 16:00:00,5.01
8/19/2015 16:00:00,4.97
8/20/2015 16:00:00,4.51
8/21/2015 16:00:00,4.42
8/24/2015 16:00:00,4.86
8/25/2015 16:00:00,4.34
8/26/2015 16:00:00,4.48
8/27/2015 16:00:00,4.63
8/28/2015 16:00:00,4.58
8/31/2015 16:00:00,4.6
9/1/2015 16:00:00,4.42
9/2/2015 16:00:00,4.42
9/3/2015 16:00:00,4.46
9/4/2015 16:00:00,4.49
9/8/2015 16:00:00,4.6
9/9/2015 16:00:00,4.44
9/10/2015 16:00:00,4.4
9/11/2015 16:00:00,4.49
9/14/2015 16:00:00,4.42
9/15/2015 16:00:00,4.48
9/16/2015 16:00:00,4.63
9/17/2015 16:00:00,4.63
9/18/2015 16:00:00,4.66
9/21/2015 16:00:00,4.39
9/22/2015 16:00:00,4.17
9/23/2015 16:00:00,4.03
9/24/2015 16:00:00,3.97
9/25/2015 16:00:00,3.9
9/28/2015 16:00:00,3.62
9/29/2015 16:00:00,3.55
9/30/2015 16:00:00,3.7
10/1/2015 16:00:00,3.65
10/2/2015 16:00:00,4.07
10/5/2015 16:00:00,4.64
10/6/2015 16:00:00,4.77
10/7/2015 16:00:00,5.05
10/8/2015 16:00:00,5.22
10/9/2015 16:00:00,5.16
10/12/2015 16:00:00,5.08
10/13/2015 16:00:00,4.88
10/14/2015 16:00:00,4.99
10/15/2015 16:00:00,5.21
10/16/2015 16:00:00,4.96
10/19/2015 16:00:00,4.98
10/20/2015 16:00:00,3.75
10/21/2015 16:00:00,3.98
10/22/2015 16:00:00,3.83
10/23/2015 16:00:00,3.87
10/26/2015 16:00:00,4.03
10/27/2015 16:00:00,3.5
10/28/2015 16:00:00,3.7
10/29/2015 16:00:00,3.7
10/30/2015 16:00:00,3.6
11/2/2015 16:00:00,3.49
11/3/2015 16:00:00,3.72
11/4/2015 16:00:00,2.33
11/5/2015 16:00:00,2.3
11/6/2015 16:00:00,2.19
